"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2014-P","259",1204.99804943039,"Romoli, Giorgia Syria","Arezzo","Other","Italy","Campionato dello Zuccone","1382 Cutrupi","600 Lizzi",365.927571356296,1170.09656406174,9.12256858166723,"Casper",9,546.577921086506,"Heavy"
"2016-P","1054",600.033410526258,"Mathias, Franz","Baerndorf","Lower Austria","Austria","Austrian Weigh-off","1312 Ford Butler",NA,303.636324498126,695.138846904671,0,"Howden",9,272.170576759788,"Medium"
"2019-P","1701",43.3802236807568,"Sasaki, Toshiki","Kasugai-shi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",9,19.6769384704846,"Light"
"2018-P","1653",111.327307683275,"Niccolai, Giacomo","Cremnago di Inverigo","Lombardy","Italy","Festa della zucca di sale",NA,NA,159.211005594495,113.450264736402,10.3582153555578,"Jack O'Lantern",9,50.4972173377759,"Light"
"2014-P","1486",232.721442556292,"Spreafico, Luca","Arezzo","Other","Italy","Campionato dello Zuccone","952 Bartoli",NA,221.000069458698,260.900481087622,0,"Big Moose",9,105.560670678927,"Light"
"2019-P","EXH",286.609591284586,"Zwillinge, Schodl","Kleinhadersdorf","Lower Austria","Austria","Austrian Weigh-off","Karkos 2018",NA,228.881916730906,293.86150343606,2.98265551787199,"Wolf",9,130.003923775507,"Light"
"2014-P","841",697.334631445295,"Andrea, Anna e Pato, Turmolli",NA,"Other","Italy","Campionato dello Zuccone","1382 Cutrupi","Self",310.237001696638,NA,2.00274180554467,"Big Moose",9,316.305668160348,"Medium"
"2019-P","1383",272.861669791019,"Jaglarz, Mario","Riederberg","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,NA,0,0,"Early Giant",9,123.767971482666,"Light"
"2020-P","EXH",188.728399810367,"Schoys, Zita",NA,"Lower Austria","Austria","Austrian Weigh-off","Kurzreiter",NA,217.987984514765,288.107250586282,0,"Howden",9,85.605762156292,"Light"
"2014-P","1190",444.362022625819,"Tiezzi, Mauro",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,273.569820351138,501.161573876799,0,"Atlantic Giant",9,201.559222980839,"Medium"
"2019-P","1485",206.30331903939,"Iguchi, Hidetoshi","Kanonji","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,93.5776114219429,"Light"
"2017-P","1472",171.630577134744,"Salvagni, Augusto","Cremnago di Inverigo","Lombardy","Italy","Festa della zucca di sale","Unknow","Unknow",193.215331515627,175.989486528748,0.991257482373314,"Champion",9,77.8503202470162,"Light"
"2018-P","1049",623.740875580743,"Kinoshita, Akiko","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,282.924102020545,"Medium"
"2020-P","200",1488.36657832965,"Martin, Lacina","Tulln","Lower Austria","Austria","Leiserberge Weigh-off","2016.6 Boonen 2017","2226.7 DMGBoonenHerman 2018",418.633392136351,1608.86861689345,0,"Jack O'Lantern",9,675.111723693335,"Heavy"
"2020-P","1071",381.042268724131,"Chiti, Davide","Sirtori","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","1132 Gregori","Open",252.501331980027,376.42843872955,0,"Early Giant",9,172.837865740755,"Light"
"2017-P","1567",67.6570084206563,"Cutrupi, Stefano","Capri","Campania","Italy","Pesa la Zucca! Foiano",NA,NA,154.289010165671,83.063604661896,0,"Early Giant",9,30.6887027966354,"Light"
"2017-P","1184",440.923377128502,"Schoeffneger, Armin","Tulln","Lower Austria","Austria","Austrian Weigh-off","Blaimschein 14",NA,NA,0,0,"Atlantic Giant",9,199.999479620121,"Medium"
"2021-P","1332",74.3750445100899,"Topini, Giuseppe","Novellara","Emilia-Romagna","Italy","Campionato dello Zuccone",NA,NA,155.407770539723,NA,0,"Rouge Vif d’Etampes",9,33.7359527081872,"Light"
"2018-P","395",1146.59380518069,"Cutrupi, Stefano","Rimini","Emilia-Romagna","Italy","Campionato dello Zuccone","2269 Paton",NA,364.986450069311,1067.75949494565,9.00212774191538,"Howden",9,520.086201519228,"Heavy"
"2019-P","1719",25.7230418002925,"Mathias, Franz","TUlln","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Champion",9,11.6677754938038,"Light"
"2017-P","1113",482.766635427353,"Tarcisio, Buffoli","Cremnago di Inverigo","Lombardy","Italy","Festa della zucca di sale","Vnderwiellen 2004","unknow",287.413573530179,578.745103947673,0,"Cinderella",9,218.979262320419,"Medium"
"2018-P","1745",27.625315384326,"Yada, Kazuyo","Ishii","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,12.5306322771739,"Light"
"2020-P","913",588.963887134938,"Piero, Cassioli","Castelfiorentino","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,283.622678730873,543.572161618852,10.0796917166785,"Howden",9,267.149525409949,"Medium"
"2020-P","1213",214.322303658497,"Shiratori, Kazuyuki","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,97.2149616603172,"Light"
"2016-P","1653",23.7557820184234,"Sugita, Makoto","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,10.7754414669401,"Light"
"2021-P","1240",163.357678481338,"Tosoni, Matteo","Iseo","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","BARESI",NA,201.20610309098,173.625109537729,0,"Cinderella",9,74.0977965400482,"Light"
"2020-P","EXH",192.646433058853,"Sartini, Gabriele","Foiano della Chiana","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,182.013836369559,190.341089484123,10.9774793811349,"Rouge Vif d’Etampes",9,87.3829521432116,"Light"
"2020-P","1121",327.375383957376,"Kitahara, Kazuhiro","Kyotango, Kyoto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",9,148.494976288886,"Light"
"2020-P","578",896.037735769372,"Priglhofer, Wolfgang","Baerndorf","Lower Austria","Austria","Leiserberge Weigh-off","1527 Melka",NA,350.309195127093,NA,0,"Jack O'Lantern",9,406.435880177063,"Heavy"
"2016-P","EXH",400.838096342152,"Rosi, Silvano","Radda in Chianti","Tuscany","Italy","Campionato dello Zuccone",NA,NA,260.39005987018,397.718648206225,0,"Spirit",9,181.817102106125,"Medium"
"2015-P","1570",234.672528594883,"Kuroda, Takahito","Shizuoka","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,106.445668419246,"Light"
"2013-P","73",1412.46787793659,"Zucchelli, Michael","S.Marco d'Alunzio","Other","Italy","Festa della zucca di sale","1421 Stelt","1789 Wallace",422.736308705871,1465.90931945543,1.01238173958274,"Howden",9,640.684652302128,"Heavy"
"2015-P","1782",42.3586686883311,"Watanabe, Osamu","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,19.2135689203849,"Light"
"2016-P","EXH",640.23590033118,"Kurzreiter, Lukas","Baerndorf","Lower Austria","Austria","Austrian Weigh-off","1767 Wallace","self",310.357400379,641.394308563601,0,"Spirit",9,290.406119390304,"Medium"
"2014-P","1622",149.775826018831,"Yada, Tsunehisa","Shodoshima","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Connecticut Field",9,67.9371718925894,"Light"
"2015-P","1024",648.803319043932,"Nibu, Hisao","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,294.292235149003,"Medium"
"2013-P","963",444.076298578888,"Aininger, Gerald","Riederberg","Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Dill's Atlantic",9,201.429620733226,"Medium"
"2019-P","633",893.769468002206,"Team Toellergasse",NA,"Vienna","Austria","Tharinger Meisterschaft","1527 Melka","2230 Wallace",346.006636896179,1002.27936279704,0,"Champion",9,405.40701122476,"Heavy"
"2021-P","1349",52.8228656147724,"Stefano, Tosi","Marone","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","x","x",0,0,0,"Casper",9,23.9600488043961,"Light"
"2015-P","1744",87.601890399898,"Menicucci, Alfredo",NA,"Other","Italy","Festa della zucca di sale",NA,NA,158.966269916011,104.31797880978,0,"Big Max",9,39.73554908297,"Light"
"2020-P","1073",358.25698476892,"Melka, Friedrich","Tulln","Lower Austria","Austria","Austrian Weigh-off",NA,NA,248.090264690621,343.322000591933,0.994887382253087,"Blue Hubbard",9,162.502634790388,"Light"
"2015-P","1386",439.066227213059,"Turla, Antonio",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,NA,426.10035618788,0,"Casper",9,199.15709058853,"Medium"
"2018-P","746",834.110792464934,"Kuzunishi, Takamichi","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",9,378.346291196748,"Heavy"
"2013-P","1483",90.6794408904786,"Tarcisio, Buffoli","Arezzo","Other","Italy","Pesa la Zucca! Foiano",NA,NA,156.332824922331,99.4349520146979,0,"Spirit",9,41.1315025037871,"Light"
"2015-P","1682",145.828318651177,"Iguchi, Hidetosho","Akune","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,66.1466126701027,"Light"
"2013-P","1535",22.6905295724086,"Takahashi, Masahiro","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,10.2922510853039,"Light"
"2020-P","453",994.961909500424,"Schodl, Zwillinge",NA,"Vienna","Austria","Tharinger Meisterschaft","1606 Mogas","1527 Melka",359.548469388148,1051.21330090166,0,"Atlantic Giant",9,451.307130590023,"Heavy"
"2013-P","1138",360.404212784106,"Misono, Takashi","Noda","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,NA,"Spirit",9,163.476601034727,"Light"
"2016-P","305",1265.37063474501,"Petrelli, Team","Lesmo","Lombardy","Italy","Festa della zucca di sale","2185 brandt","1521 cutrupi",385.761482504994,1274.16095273319,2.06499545526591,"Dill's Atlantic",9,573.962465142393,"Heavy"
"2021-P","643",830.112706591944,"Buechele, Franz",NA,"Lower Austria","Austria","Leiserberge Weigh-off","1396 Melka","1067 Joebstl",NA,872.87590126077,0,"Autumn Gold",9,376.532789950154,"Heavy"
"2014-P","1348",385.711379661794,"Kuroda, Takahito","Sayo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Howden",9,174.955738836763,"Light"
"2016-P","1553",144.817239745252,"Joebstl, Horst","Bad Voeslau","Lower Austria","Austria","Austrian Weigh-off","150,1 ThumfortM 15","78 ThumfortD 15",0,0,NA,"Wolf",9,65.6879949929071,"Light"
"2019-P","1673",70.928829434065,"Hamanaka, Norihito","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Howden",9,32.1727758443233,"Light"
"2014-P","910",647.003746339231,"Team, Bauhof Tulln","St. Margarethen","Carinthia","Austria","Austrian Weigh-off",NA,NA,310.396206323811,703.714158504803,0,"Rouge Vif d’Etampes",9,293.47596270089,"Medium"
"2017-P","660",854.145142851201,"Oka, Tadaichi","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,387.433719669865,"Heavy"
"2015-P","689",908.042244665702,"Battista, Gregori","Goito","Lombardy","Italy","Pesa la Zucca! Foiano",NA,NA,371.012755033068,867.057935475149,0,"Big Max",9,411.881033818036,"Heavy"
"2017-P","143",1465.63937761091,"Buechinger, Michael",NA,"Lower Austria","Austria","Austrian Weigh-off","2230 Wallace","2095 Willemijns",409.148980656907,1600.17808732018,0,"Atlantic Giant",9,664.802838855856,"Heavy"
"2021-P","154",1573.0222234366,"Topini, Cinzia","Casatenovo","Lombardy","Italy","Sfida degli Zucconi della Brianza","2158 Paton","2158 Paton",408.716721146612,1448.70089060762,6.07187502134926,"Casper",9,713.510878391278,"Heavy"
"2017-P","629",925.30500955028,"Turmolli, Andrea",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,363.530445314106,985.97124940526,0,"Dill's Atlantic",9,419.711292254784,"Heavy"
"2018-P","1736",40.5906324451244,"Mochizuki, Yasutoshi","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,18.4116011705829,"Light"
"2013-P","1473",107.332003937968,"Stefano, Tosi","Dogliani","Other","Italy","Festa della zucca di sale",NA,NA,168.527040159151,114.558680959981,0,"Autumn Gold",9,48.6849780430723,"Light"
"2016-P","771",905.76670354557,"Giozet, Gabriele","Sirtori","Lombardy","Italy","Campionato dello Zuccone","1866 Cutrupi","self",358.481486290471,952.670306552793,0,"Rouge Vif d’Etampes",9,410.848865728322,"Heavy"
"2019-P","1722",26.013109475588,"Eichinger, Thomas","Waidhofen/Thaya","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,11.7993479781014,"Light"
"2017-P","714",861.569799620959,"Fellner, Herbert","Syring","Lower Austria","Austria","Austrian Weigh-off","Mathias 16",NA,356.348480916118,938.502383912176,0,"Big Max",9,390.801487330496,"Heavy"
"2014-P","1626",141.948302534973,"Woeber, Franz",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Big Moose",9,64.3866669643156,"Light"
"2017-P","756",822.834121751448,"Rosadini, Angiolo","Calcio","Lombardy","Italy","Sfida degli Zucconi della Brianza","1969 Haist","1623,5 Wallace",307.633703301597,612.580901339268,25.0204005110446,"Jack O'Lantern",9,373.231279402108,"Heavy"
"2019-P","1076",493.617532363594,"Colzani, Enrico","Castelfiorentio","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,292.529784060642,560.098797954557,0,"Big Max",9,223.901146378354,"Medium"
"2013-P","EXH",711.547390226366,"Nittnaus, Wolfgang",NA,"Styria","Austria","Austrian Weigh-off","934 Schieder 11","sibb",0,0,0,"Early Giant",9,322.752467100092,"Medium"
"2014-P","1433",304.582788088657,"Team, Jugendzentrum Berndorf",NA,"Lower Austria","Austria","Austrian Weigh-off","1177 Horde",NA,0,0,0,"Prizewinner",9,138.156428710342,"Light"
"2014-P","1591",151.293907894277,"Dusan, Giorgio",NA,"Other","Italy","Campionato dello Zuccone","952 Bartoli","Open",186.680657292982,184.700366520224,NA,"Early Giant",9,68.625762248327,"Light"
"2019-P","881",684.90804531615,"Schieder, Christoph",NA,"Lower Austria","Austria","Austrian Weigh-off","2043 Clementz","1527.5 Melka",317.814632085739,725.277399472888,0,"Autumn Gold",9,310.66906350702,"Medium"
"2015-P","1576",245.638214547241,"Andrea, Anna e Pato, Turmolli",NA,"Other","Italy","Campionato dello Zuccone",NA,"Open",227.651842520347,242.948987910695,0,"Early Giant",9,111.419619899052,"Light"
"2017-P","1583",29.8127512014303,"Miki, Susumu","Nagano","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,13.5228364736771,"Light"
"2018-P","569",1043.1505651588,"Falconcini, Sirio","Viarigi","Piedmont","Italy","Sfida degli Zucconi della Brianza","1761,5 Cutrupi","self",370.72168551249,1130.32463474487,0,"Jack O'Lantern",9,473.16513711722,"Heavy"
"2013-P","97",1391.8322888819,"Bracchi, Rosangela","Ribolla","Tuscany","Italy","Campionato dello Zuccone","1420 Cutrupi","1789 Wallace",373.029761369237,1179.48551479693,9.2248026029989,"Autumn Gold",9,631.324506556466,"Heavy"
"2018-P","223",1302.03157596638,"Giustarini, Vinicio",NA,"Lombardy","Italy","Sfida degli Zucconi della Brianza","1928 Daletas","1810 Werner",NA,1223.2548722014,0.984590537919453,"Atlantic Giant",9,590.591588357426,"Heavy"
"2020-P","1379",39.6763455390388,"Hayashi, Kishio","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,17.9968876059916,"Light"
"2014-P","1085",550.350437733322,"Bontempi, Emanuela","Castelfiorentino","Other","Italy","Pesa la Zucca! Foiano",NA,NA,280.307939275752,554.426894461074,0,"Howden",9,249.634759381995,"Medium"
"2021-P","494",1031.4376707259,"Falconcini, Sirio","Novellara","Emilia-Romagna","Italy","Campionato dello Zuccone",NA,NA,NA,924.614488685139,13.3368720520685,"Dill's Atlantic",9,467.852257571841,"Heavy"
"2016-P","371",1170.73661906116,"emidio, boioni","Pietravairano","Campania","Italy","Campionato dello Zuccone","1861 Cutrupi","1985 Miller",345.736767227334,1148.85514547508,NA,"Cinderella",9,531.037197685738,"Heavy"
"2015-P","1754",84.6465657460422,"Uematsu, Nobuyuki","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,38.3950363691081,"Light"
"2018-P","116",1529.02832523334,"Prandi, Giuseppe","Calcio","Lombardy","Italy","Festa della zucca di sale","1625 gartner","1625 gartner",390.192076033277,1312.9002984977,NA,"Wolf",9,693.555581839723,"Heavy"
"2018-P","1700",66.6355597166996,"High School No 1, Nogyokeiei","Higasine","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,30.2253814581743,"Light"
"2021-P","1233",177.682112776449,"Pfoser, Thomas","Tulln","Lower Austria","Austria","Austrian Weigh-off","Dorner 20",NA,186.516253382624,136.179379334666,21.2059390633576,"Howden",9,80.595250640877,"Light"
"2017-P","1164",447.522121509809,"Mizutani, Syouiti","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,202.992619723062,"Medium"
"2019-P","EXH",769.632495189389,"Aininger, Gerald","Walperbach","Lower Austria","Austria","Gartenbauschule Langenlois","2255 Zachowsky","2230 Wallace",328.535664096777,762.526841675021,0,"Jack O'Lantern",9,349.099427521969,"Medium"
"2013-P","545",885.921287026537,"Morettini, Roberto",NA,"Other","Italy","Campionato dello Zuccone","899 Cutrupi","Open",337.811332041242,927.32042483202,0,"Atlantic Giant",9,401.847136215817,"Heavy"
"2021-P","501",963.812982334522,"Zucchelli, Michael","Calcio","Lombardy","Italy","Sfida degli Zucconi della Brianza","2012.8 Salvagni '18","Self",378.182326489667,1140.87266747996,0,"Champion",9,437.178214893884,"Heavy"
"2021-P","1293",101.927414541741,"Melka, Friedrich","Ernstbrunn","Lower Austria","Austria","Austrian Weigh-off",NA,NA,159.676663735501,112.593954734071,0,"Spirit",9,46.233497529961,"Light"
"2020-P","1351",69.8195524987406,"Kitahara, Kazuhiro","Marugame, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,31.6696162902432,"Light"
"2018-P","832",769.938052809718,"Takayama, Itsuo","Kyotango, Kyoto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,349.238026127145,"Medium"
"2015-P","335",1171.56009308456,"High School, Izumo-Norin","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Autumn Gold",9,531.410719219648,"Heavy"
"2020-P","1190",256.35278809801,"Melka, Friedrich","Retz","Lower Austria","Austria","Retzer Land Weigh-off",NA,NA,226.429961066567,267.73589118888,0,"Howden",9,116.279668709484,"Light"
"2015-P","1655",167.113029250563,"Akatani, Hiroshi","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Cinderella",9,75.801194995642,"Light"
"2020-P","1267",158.335617814008,"Thumfort, Mark","Kleinhadersdorf","Lower Austria","Austria","Leiserberge Weigh-off","487 Jaglarz 19",NA,0,0,0,"Champion",9,71.8198281396701,"Light"
"2017-P","1566",66.6608929312063,"Yada, Izumi","Ishii","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,30.2368724109821,"Light"
"2013-P","841",594.13618917251,"Fantoni, Marco",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,285.328271256851,NA,8.01956650285608,"Casper",9,269.495642149527,"Medium"
"2019-P","1664",75.2819771648772,"Shirakura, Kazutami","Shodoshima","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,34.1473304405026,"Light"
"2014-P","1486",261.045528415559,"Mori, Flli.","Trento","Other","Italy","Pesa la Zucca! Foiano",NA,NA,226.260518422699,259.164351546497,3.07337319925526,"Connecticut Field",9,118.408259911916,"Light"
"2018-P","1741",34.1546651663346,"koko 1, Izumonorin","Kisomisaki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Dill's Atlantic",9,15.4922955193542,"Light"
"2013-P","1269",240.830385602012,"Fellner, Herbert",NA,"Other","Austria","Austrian Weigh-off",NA,NA,NA,0,0,"Autumn Gold",9,109.238825373231,"Light"
"2017-P","1334",288.381821776767,"Lizzi, Denis","Lamporecchio","Tuscany","Italy","Campionato dello Zuccone","1199 Squitieri","Open",254.381931485621,345.401214678653,0,"Jack O'Lantern",9,130.807794004641,"Light"
"2016-P","689",934.921688704875,"Vasco,agnelli","Goito","Lombardy","Italy","Festa della zucca di sale","2145 mcmullen","2230 wallace",339.464642889083,852.031653665789,7.26721584386739,"Spirit",9,424.073344544046,"Heavy"
"2020-P","587",874.795408474269,"Team, Bauhof Tulln",NA,"Lower Austria","Austria","Austrian Weigh-off","2138 Biermans",NA,325.401442898263,884.424921369565,0.969860774663869,"Champion",9,396.800522594962,"Heavy"
"2013-P","1529",36.6514858450975,"Tanabe, Noriaki","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,16.6248343284992,"Light"
"2017-P","EXH",1199.22195005752,"Corsini, Sandra",NA,"Lombardy","Italy","Sfida degli Zucconi della Brianza","2095 Willemijns","2145 McMullen",368.50517994765,NA,2.96730500737177,"Atlantic Giant",9,543.957926482612,"Heavy"
"2017-P","53",1903.39023243085,"Migliorini, Roberto","Radda in Chianti","Tuscany","Italy","Campionato dello Zuccone","2145 McMullen","Self",443.324962487697,1743.22995853637,4.83859686816369,"Early Giant",9,863.36328656316,"Heavy"
"2020-P","1324",99.1242978769396,"Kurzreiter, Lukas","Nonndorf","Lower Austria","Austria","Retzer Land Weigh-off","Jaglarz",NA,0,0,0,"Howden",9,44.962025198587,"Light"
"2013-P","1517",51.7203987493705,"Successor Club 2, Ishii Town Agricultural","Izumo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,23.459978246072,"Light"
"2019-P","990",569.823677430167,"Tada, Tamon","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,258.467672327665,"Medium"
"2017-P","1016",520.695232428564,"Emidio, Boloni","Garlate","Lombardy","Italy","Sfida degli Zucconi della Brianza","502 Turmolli","Self",275.529903162314,529.018576439772,0,"Blue Hubbard",9,236.183384524973,"Medium"
"2014-P","1591",166.91819830502,"Nassi-Pisani, Elena-Francesco",NA,"Other","Italy","Campionato dello Zuccone",NA,"Open",204.125337284374,192.326305356112,0,"Howden",9,75.7128211653039,"Light"
"2016-P","307",1391.29931895453,"Brandstetter, Hannes","Baerndorf","Lower Austria","Austria","Europameisterschaft im Kurbiswiegen","1585.5 Werner","1338 Martin",436.843218552538,1483.78921725814,0,"Blue Hubbard",9,631.082755463971,"Heavy"
"2019-P","465",1017.46390259054,"Topini, Cinzia","Capriolo","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","Cutrupi 2166","Self",360.747167309771,1018.78180647704,4.0774190855421,"Blue Hubbard",9,461.513862965493,"Heavy"
"2017-P","700",830.000438250453,"Nittnaus, Wolfgang","St. Michael","Carinthia","Austria","Austrian Weigh-off","Mathias",NA,337.225390960127,892.289722548324,0,"Cinderella",9,376.481865887062,"Heavy"
"2020-P","DMG",997.38466251868,"Mosti, Rossano","Capua","Campania","Italy","Campionato dello Zuccone","561 Ragosta","Self",361.92028124977,965.384492724251,6.11835195427061,"Autumn Gold",9,452.406072873498,"Heavy"
"2019-P","1296",309.271511160115,"Uematsu, Nobuyuki","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,140.283197720598,"Light"
"2013-P","145",1292.26501612852,"Puchner, Thomas","Tulln","Lower Austria","Austria","Austrian Weigh-off","934 Schieder 11","1140 Finders 11",379.040520944457,1127.86918531203,10.6039830644921,"Dill's Atlantic",9,586.161551333824,"Heavy"
"2020-P","1202",211.675802928901,"JA Hannantiiki Joseibu","Kyotango, Kyoto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,96.014529122173,"Light"
"2013-P","1524",46.1245319698966,"Ikeda, Masaaki","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,20.9217357713662,"Light"
"2020-P","828",646.661525856666,"Joebstl, Horst","St. Marien","Upper Austria","Austria","Austrian Weigh-off","1806 Sperry",NA,312.84842307449,679.920003937419,0,"Blue Hubbard",9,293.320734101142,"Medium"
"2015-P","1790",27.0719173881718,"Yamada, Takao","Isumi, Chiba","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Howden",9,12.2796151685451,"Light"
"2013-P","1129",337.649113731199,"Komatu, Masatosi","Shimanto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",9,153.155061725734,"Light"
"2017-P","521",967.157639140131,"Chiatti, Carla","Garlate","Lombardy","Italy","Festa della zucca di sale","1623.5 Wallace","1969 Haist",NA,1030.01428842279,0,"Big Moose",9,438.695325701177,"Heavy"
"2017-P","EXH",1278.44524990944,"Cassioli, Andrea","Sale Marasino","Lombardy","Italy","Sfida degli Zucconi della Brianza","2095 Willemijns","2145 McMullen",396.481667045727,1205.14368574378,2.95472470464209,"Cinderella",9,579.893010821667,"Heavy"
"2013-P","EXH",1123.02401023672,"Baresi, Simone","Foiano della Chiana","Tuscany","Italy","Campionato dello Zuccone","1342 Cutrupi","1789 Wallace",387.022318571269,1084.23556627974,0,"Cinderella",9,509.39512237018,"Heavy"
"2018-P","1247",443.829147106828,"Wischer, Andreas","Neustift","Styria","Austria","Austrian Weigh-off","1072 Klein 15",NA,0,0,0,"Spirit",9,201.317514711265,"Medium"
"2021-P","135",1617.62911498942,"Klein, Hubert","Buchkirchen","Upper Austria","Austria","Retzer Land Weigh-off","2226.7 BoonenHerman 18","2118 Barron 19",NA,1651.13314062144,0,"Dill's Atlantic",9,733.744224049054,"Heavy"
"2013-P","1251",264.011272721487,"Mitoyo Junior Chamber","Sakai","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",9,119.753498900456,"Light"
"2014-P","370",1166.22738341799,"Reischer, Melanie","Sebersdorf","Lower Austria","Austria","Austrian Weigh-off","1222 Wuersching","1749 Hanschmann",374.751121887493,1172.17806059774,0,"Wolf",9,528.991842803463,"Heavy"
"2019-P","1274",317.442248886045,"Nagai, Tominaga","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,143.989382010351,"Light"
"2016-P","1635",61.9952180426577,"Jaglarz, Mario",NA,"Vienna","Austria","Austrian Weigh-off","951 Mathias",NA,140.979947551716,76.2741620190044,0,"Wolf",9,28.1205578806359,"Light"
